Timestamp,Your Survey-ID,How old are you? ,Your gender?,Where do you currently live?,Highest Completed Education,"Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Social power, control over others, and dominance]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Wealth, material possessions, and Money]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Family security and safety for loved ones]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Self-discipline, self-restraint, resistance to temptations]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [A varied life, filled with challenge, novelty and change]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [An exciting life, stimulating experiences]","Indicate how important each of these is a guiding principle in your life… (1: not at all important, 5: extremely important [Equality, equal opportunity for all]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I consider how things might be in the future, and try to influence those things with my day to day behaviour]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am willing to sacrifice my immediate happiness or well-being in order to achieve future outcomes]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I think that sacrificing now is usually unnecessary since future outcomes can be dealt with at a later time.]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [People who say we shouldn’t tamper with nature are being naïve]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I would prefer to live in a world where humans leave nature alone]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [If things continue on their present course, we will soon experience a major ecological catastrophe]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [The so-called “ecological crisis” facing humankind has been greatly exaggerated]","Please complete the phrase and elaborate:

Carbon Dioxide Removal is an opportunity to...","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I know what climate change is]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I know the causes of climate change]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [Climate change is a serious problem]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am personally affected by climate change]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am very worried about climate change]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I know the basics of CDR]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I have advanced knowledge of CDR]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I could explain what CDR is to others]","Indicate your level of agreement with the following statements... (1: totally disagree, 7: totally agree) [I am confident I could teach others what CDR is and how it works]"
28/12/2023 21:20:02,JAAPKA15,41,Male,United States of America,Master's,2,3,5,2,4,4,4,6,6,2,7,4,7,1,make up for mistakes us humans have made in the last 100 years while retaining our sense of entrepreneurship.,6,6,7,5,7,5,2,3,2
28/12/2023 21:22:05,AMSEKO3,56,Male,United Kingdom,Bachelor's,2,3,5,4,5,3,5,6,6,2,6,5,7,7,live sustainably,5,6,7,5,7,4,3,3,3
28/12/2023 22:12:00,ELOCNA18,22,Female,Russia,Bachelor's,1,2,5,3,5,5,5,6,3,3,7,5,7,1,live a better life now and postpone or even avoid a terrific future we’re facing,6,6,7,7,7,3,3,3,3
28/12/2023 22:41:12,LIDEBA14,34,Male,Ghana,Master's,1,2,5,3,5,5,5,6,5,2,4,4,7,1,Reduce the impact of climate change on our future,7,7,7,7,7,5,3,5,4
28/12/2023 22:57:36,NAAPNE15,25,Female,United States of America,Bachelor's,2,3,5,4,5,5,5,7,3,2,6,2,7,2,reduce timeline of a climate generated global catastrophe ,3,4,6,6,6,1,1,1,1
28/12/2023 23:19:46,BAAPBE26,37,Female,United States of America,PHD / MBA,1,3,5,3,4,5,5,5,5,3,5,4,7,1,innovate to add tools to combat climate change,7,6,7,5,7,5,2,6,4
29/12/2023 00:13:27,JEFESY06,66,Male,United States of America,Bachelor's,1,3,5,4,4,4,5,6,5,2,7,4,7,1,clean up our legacy carbon emissions to return to a healthy climate.,7,7,7,5,6,6,2,6,3
29/12/2023 00:51:11,CHJUCH21,24,Female,United States of America,Master's,3,3,5,5,5,5,5,6,6,4,4,5,5,4,slower down the pace of climate change,5,5,6,5,5,6,5,6,5
29/12/2023 02:46:02,TANOKA11,38,Male,United States of America,PHD / MBA,1,2,5,3,3,4,5,5,6,3,7,3,7,1,"buy humanity time while we reduce carbon emissions and head towards ""net zero"".",6,6,7,6,7,5,3,6,3
29/12/2023 06:12:17,LIAPCH11,27,Male,United States of America,Bachelor's,2,3,3,2,4,4,3,5,5,2,3,3,7,1,Undo the damage we have already done and prepare for a future which requires CDR.,6,5,7,6,7,5,2,4,2
29/12/2023 07:11:59,YUAPMO24 ,25,Female,United States of America,Master's,3,3,5,2,4,4,5,7,3,2,2,6,7,1,Create a purpose in protecting natural resources and environment ,6,6,7,7,7,2,2,2,2
29/12/2023 08:20:53,BEDEKU09,30,Male,Ghana,Bachelor's,4,3,3,4,4,4,3,3,3,2,3,4,7,1,explore diverse ways of removing carbon dioxide from the atmosphere to help reduce impacts of climate change ,7,7,7,7,7,3,2,2,2
29/12/2023 10:12:54,BONOTR3,25,Male,Italy,Master's,2,3,5,5,5,5,4,7,7,1,2,1,5,2,Do something good for the planet and create a sustainable economy,5,5,6,5,4,3,2,2,2
29/12/2023 11:32:24,GAAUPI28,37,Male,Germany,Master's,2,4,4,5,4,4,4,6,6,2,6,2,5,2,limit the harm on our environment and social life.,5,5,7,3,7,5,3,6,4
29/12/2023 12:07:27,KAOCKA30,32,Male,India,PHD / MBA,1,3,5,4,5,4,5,5,5,3,1,6,6,1,"To create impact in scale and permanence which hasn't been achieved in initiatives in the past, especially at enterprise level. ",6,6,7,6,6,2,1,2,3
29/12/2023 12:31:43,TRDENY02,28,Male,United States of America,Bachelor's,3,2,5,3,5,5,5,7,7,2,3,3,6,2,Save the planet.,6,6,7,5,6,5,3,5,6
29/12/2023 12:48:30,HEJUMU31,25,Male,India,Bachelor's,3,3,5,5,5,5,5,7,7,2,4,4,5,2,to combat climate change,7,6,7,5,7,7,5,7,5
29/12/2023 12:56:45,LADELI19,29,Female,Russia,Bachelor's,1,4,5,3,5,5,4,6,6,3,1,6,7,2,Save wild nature for the future generations and prevent climate disaster,3,4,7,6,7,3,1,2,1
29/12/2023 13:05:08,ATMARCH26,27,Female,United Kingdom,Master's,2,2,4,2,4,4,4,3,3,1,3,1,4,1,Take accountability for our actions as humans. ,4,4,4,4,4,3,1,2,2
29/12/2023 13:45:24,SADEGA4,29,Female,Israel,Master's,2,4,5,4,5,5,5,5,4,4,6,3,6,2,Help turn net-zero ambitions into more than just lip service. ,6,6,7,6,7,2,1,2,1
29/12/2023 16:43:05,STOCSE05,34,Female,United Kingdom,Master's,4,4,4,4,4,4,3,6,7,1,4,5,7,1,time travel,6,6,7,3,6,6,5,5,4
29/12/2023 17:04:50,CHAUUE24,28,Female,United States of America,Master's,3,3,5,4,5,5,5,6,6,5,5,5,6,4,Tackle the immediate carbon and climate crisis while also creating new value ,7,7,7,5,7,7,6,7,5
29/12/2023 18:29:26,TAFEPI-23,43,Male,Austria,Master's,3,3,5,3,4,4,5,5,5,2,2,6,6,2,draw down atmospheric carbon.,6,6,7,5,7,3,1,1,1
29/12/2023 18:40:33,NAMAVL21,28,Female,Russia,Bachelor's,1,3,5,5,5,5,5,7,7,1,7,7,7,3,Slow down the environmental crisis and save our planet,5,6,7,7,7,5,5,7,7
29/12/2023 18:57:58,EVOCCH07,36,Male,United Kingdom,PHD / MBA,4,4,5,3,5,4,4,7,6,3,5,2,7,1,rebalance the earth,6,6,7,5,7,5,1,5,4
29/12/2023 20:09:42,GEMAWA08,40,Male,United States of America,PHD / MBA,2,4,4,5,5,4,5,6,6,4,3,3,7,1,Reclaim our path to 1.5*,7,7,7,7,7,4,1,6,2
29/12/2023 20:09:53,SIJUBE28,29,Female,Indonesia,Master's,2,4,5,4,4,3,3,6,6,2,1,6,7,1,Removing CO2 from the atmosphere,5,5,7,6,7,2,1,1,1
29/12/2023 21:30:29,HEJUTO15,47,Male,Canada,Master's,2,3,5,2,5,5,4,5,5,3,4,4,6,1,Create Value and Manage one aspect of our impact on our planet.,5,5,7,6,6,3,2,2,2
30/12/2023 03:54:26,MEFEKE08,44,Male,United Kingdom,PHD / MBA,1,2,4,4,5,5,5,5,5,2,7,4,7,1,"develop innovative solutions through wide stakeholder engagement, delivering on both environmental and commercial benefits.",5,5,7,7,7,4,2,2,1
30/12/2023 07:38:56,BCMANT25,25,Male,Taiwan,Bachelor's,3,5,3,4,5,5,4,6,6,4,6,2,7,1,Carbon Dioxide Removal is an opportunity to Solve Climate Problem,6,6,7,5,5,6,6,5,5
30/12/2023 10:05:27,ST10BU20,33,Male,Germany,Master's,2,3,3,3,5,5,4,5,5,3,5,4,6,2,make an impact. Clean up what we've messed up so far. ,5,5,6,3,4,3,2,4,1
30/12/2023 16:33:16,Elfeha22,47,Female,United States of America,Bachelor's,1,2,5,3,5,5,5,6,4,1,3,5,7,1,To live a healthier more inspired life.,6,6,7,4,7,3,2,2,2
31/12/2023 10:06:34,Rojumyth,22,Male,India,Bachelor's,5,5,5,5,5,5,5,7,7,7,6,6,6,6,Become the person to save our only place to live that is earth ,3,4,4,2,6,2,1,1,2
31/12/2023 11:07:46,SUAPKA16,20,Female,India,High School,2,4,5,4,5,5,5,5,5,2,2,4,5,3,Reverse climate change,5,5,6,3,5,3,1,1,1
31/12/2023 14:59:37,ANFEDE25,31,Female,Belgium,Master's,2,2,5,3,5,5,5,3,6,2,2,2,7,1,Solve climate change ,7,7,7,3,6,5,3,5,3
31/12/2023 15:25:27,PASEBH02,30,Male,France,Master's,3,2,5,5,5,4,5,6,5,2,2,6,7,1,to fight against climate change,7,7,7,6,7,4,3,5,4
01/01/2024 14:16:45,MA06NI01,43,Male,Brazil,Master's,2,2,4,4,4,5,4,7,5,2,1,4,7,1,find funds for more Climate Change projects that now have difficulties to net funded,7,7,7,7,6,6,4,5,5
01/01/2024 18:17:33,CLMAHE6,36,Female,United States of America,Master's,3,2,5,4,5,4,3,6,6,1,4,5,6,2,better the world we live in,6,5,7,6,5,4,2,2,2
02/01/2024 04:53:47,KAOCNE03,40,Male,United States of America,PHD / MBA,3,3,2,1,5,5,3,7,7,2,6,4,6,2,stabilize the temperature of the planet.,7,7,7,7,6,6,3,4,4
02/01/2024 05:04:16,JEMACH15,39,Female,United States of America,PHD / MBA,1,3,5,4,4,5,5,6,7,6,3,4,4,3,remove CO2 which is particularly hard to abate as well as being likely essential in limiting global warming to 1.5 degrees.,5,5,7,7,7,6,4,4,4
02/01/2024 06:55:49,MAJUOA09,56,Male,United States of America,Bachelor's,2,2,5,4,5,5,5,7,4,3,5,3,7,1,...bring all of my talents to bear to solve this global issue; I will apply my entrepreneurial experience in conceiving technologies and developing new products to solve this.,7,7,7,7,5,6,7,7,6
02/01/2024 16:17:08,MADEBE17,46,Male,United Kingdom,Master's,1,2,5,2,5,5,5,7,5,6,7,7,7,1,withraw emissions that we are not able to reduce,7,7,7,5,7,5,5,5,4
02/01/2024 21:28:48,SUMARO25,44,Male,United States of America,Bachelor's,1,1,5,4,5,4,5,6,6,2,4,3,7,1,for our species to work together and take control of its destiny ,5,6,7,3,5,5,4,6,4
02/01/2024 23:05:07,CLMAMI23,41,Female,United States of America,Master's,2,2,4,2,5,5,5,6,5,3,5,4,6,2,help avert ecological catastrophe,5,5,6,7,7,2,1,2,1
03/01/2024 16:36:21,ELDEBO20,26,Female,Colombia,Bachelor's,3,4,5,4,5,5,5,6,6,4,4,5,7,3,climate change mitigation,7,7,7,7,7,4,4,4,4
05/01/2024 11:31:29,YVJUZU07,25,Female,Switzerland,Bachelor's,1,3,5,4,5,5,5,6,6,2,4,5,7,1,Remove historical emissions and make sure humanity stays on track for 1.5C,7,7,7,7,7,7,6,7,7
05/01/2024 14:11:02,ELFECH15,33,Female,Belgium,Master's,1,3,5,3,5,5,5,5,4,2,5,3,7,1,...complement emission reductions and successfully tackle climate change.,7,6,7,5,7,7,4,4,2
20/02/2024 03:34:50,huapan11,40,Male,United States of America,Master's,2,3,5,4,4,3,4,7,6,5,5,3,6,2,"counteract the most difficult to abate emissions, mitigate excess CO2 already in the atmosphere, and set a price on carbon capable of removing emissions as a market externality.",6,6,6,5,6,5,4,5,4
20/02/2024 03:45:18,LIFEBO01,24,Male,United States of America,Bachelor's,4,3,5,3,4,4,3,4,4,3,4,4,2,2,"Provide leeway for mankind to stave off the worst potential effects of climate change without having to abate >90% of implied future emissions, which is an impossibility. ",2,2,4,4,4,3,1,1,1
20/02/2024 04:30:50,RASEHY27,24,Male,United States of America,Master's,2,4,4,4,4,4,4,4,6,6,4,6,6,2,"Carbon Dioxide Removal is an opportunity to address one of the most pressing challenges of our time: climate change. By removing CO2 from the atmosphere, we can significantly reduce the impacts of global warming, such as rising temperatures, sea-level rise, and extreme weather events. Additionally, Carbon Dioxide Removal offers a pathway to achieve net-zero emissions, a crucial goal in mitigating climate change and transitioning to a sustainable future. This technology also opens up possibilities for innovative solutions and collaborations across sectors, driving the development of new industries and creating economic opportunities. Overall, Carbon Dioxide Removal presents a transformative opportunity to protect our planet and ensure a livable environment for future generations.",6,6,6,4,6,6,5,6,6
20/02/2024 05:22:47,RAJUAD3,24,Male,Ethiopia,Bachelor's,1,2,5,5,5,5,5,3,6,3,4,4,5,3,"Innovate, every challenge presents untapped opportunity to create innovative solutions. ",4,4,6,6,6,3,2,4,3
20/02/2024 05:31:07,KEDEAN01,29,Female,Qatar,Master's,4,3,4,4,5,5,5,7,6,3,4,6,7,1,Make sure our world doesn't go above 1.5C,6,6,7,2,7,3,2,2,2
20/02/2024 05:34:59,SADEAG13,35,Male,India,PHD / MBA,3,3,5,4,5,5,4,4,4,1,2,4,5,2,correct what we have done in the past.,5,5,6,6,6,4,3,3,2
20/02/2024 05:48:48,GOAPNE22,48,Male,United States of America,Master's,1,3,5,3,5,5,3,5,5,2,4,2,6,6,collect an abundant waste product and turn it into useful things. It's an opportunity to create a new industry that will help mitigate climate change.,5,5,7,7,6,4,2,4,2
20/02/2024 06:09:53,KISEAH23,28,Male,India,Bachelor's,4,3,4,5,5,5,5,6,6,1,2,7,7,5,"Correct the course of timeline we are proceeding. A must do project for nature, self, family, society, nation, continent, globe and mankind.",7,6,6,6,6,4,3,4,4
20/02/2024 06:17:28,KISEAH23,28,Male,India,Bachelor's,4,4,4,4,4,4,4,6,6,6,6,6,6,5,"To correct the course of timeline we are approaching for better nature, self, society, nation, globe, and environment.",5,5,5,5,6,5,4,4,4
20/02/2024 06:59:14,VIMAHY30,52,Male,India,Master's,1,3,5,3,5,5,5,4,4,1,5,4,7,1,Reduce climate change,2,7,7,2,7,1,1,1,1
20/02/2024 07:02:52,Ce,27,Male,United States of America,Master's,1,4,5,5,5,5,5,7,7,1,1,1,7,1,save the planet,7,7,7,7,7,7,7,7,5
20/02/2024 07:30:59,ANJAGI29,38,Male,Sri Lanka,Master's,2,3,5,4,5,5,5,5,6,2,6,6,7,2,Help us prevent the worst possible outcome,7,6,7,7,7,5,4,5,2
20/02/2024 09:07:56,SINOAB20,30,Male,Nigeria,Bachelor's,2,1,1,1,1,1,1,1,2,3,1,1,2,2,"Mitigate climate change by directly removing existing carbon dioxide from the atmosphere to reimagine our relationship with nature, restore hope and build resilience",2,3,2,2,1,2,3,2,3
20/02/2024 09:55:20,SNAUCH29,25,Female,Belgium,Master's,2,3,4,3,5,5,5,5,4,3,3,3,7,1,compensate for our excessive emissions in the past and make sure we reach climate neutrality,6,6,7,4,7,4,1,4,1
20/02/2024 09:59:12,LODECL22,31,Male,France,Master's,3,3,4,2,5,5,3,6,5,2,2,3,6,2,clean up the mess that we have put ourselves into ,6,6,6,2,5,6,4,3,1
20/02/2024 10:13:59,YA09KL04,26,Male,Malaysia,Bachelor's,2,4,5,5,5,5,5,2,5,6,3,7,7,2,right our wrongs,7,6,7,7,6,6,2,7,7
20/02/2024 10:21:15,ELAPST24,42,Female,France,PHD / MBA,1,1,4,3,5,5,4,7,2,3,4,4,7,1,remove greenhouse cases out of the atmosphere/oceans and slow down global warming. CDR will be needed even if the transition to green energy is successful.   ,7,7,7,7,7,3,1,3,1
20/02/2024 10:32:58,SAAULU3,27,Female,United Kingdom,Master's,5,5,5,5,5,5,5,7,5,2,3,4,5,4,improve our health and reduce climate change ,6,6,6,6,6,6,6,6,6
20/02/2024 10:35:39,VIMACA15,27,Female,France,Master's,4,5,5,4,4,5,4,6,6,1,4,5,7,1,mitigate climate change and reduce carbon emissions while increasing prosperity,7,7,7,4,7,6,5,5,5
20/02/2024 10:50:44,ANFEDE25,31,Female,Belgium,Master's,1,3,5,3,5,5,4,3,6,5,6,4,7,2,reverse what damage has been done,7,7,7,7,7,4,2,4,4
20/02/2024 11:48:35,ORMAMI19,52,Male,Portugal,Master's,2,4,4,4,4,5,5,7,7,1,7,4,7,1,improve the environment and change business mindset that should become more social business than pure profit,7,7,7,4,7,4,4,3,3
20/02/2024 12:36:12,OLMADN05,24,Female,United Kingdom,Bachelor's,3,3,4,3,4,5,3,6,5,3,3,3,5,2,Reduce the negative impact of humans on the environment in the long-term,5,4,6,3,4,3,2,2,2
20/02/2024 13:00:21,MASEAS25,41,Male,United Kingdom,PHD / MBA,1,4,5,4,5,4,3,7,7,1,7,7,7,1,reverse the impact of industrial scale burning of fossil fuels,6,6,6,6,6,2,1,1,1
20/02/2024 13:14:59,JAAUCR10,25,Female,United Kingdom,Master's,1,3,5,3,5,4,5,5,7,2,3,4,6,2,work towards climate change mitigation. ,6,6,7,6,7,2,1,3,3
20/02/2024 13:26:00,ADAPBU13,33,Male,Argentina,Terciario,5,5,1,5,5,5,5,7,7,1,1,1,1,1,Generate wood which gives us the oxigen we need in order not to hate other oxygen consuming living species nor human beings.,7,7,7,7,7,1,1,1,1
20/02/2024 13:44:35,ROMARI26,31,Male,Germany,Master's,1,2,4,3,3,4,4,6,6,2,3,6,6,2,Contribute to the climate emergency ,4,4,6,4,4,2,2,2,2
20/02/2024 13:54:50,CHSEBE25,26,Male,United States of America,Bachelor's,2,3,4,3,5,5,2,6,4,2,2,5,7,1,address hard-to-abate ongoing emissions and correct for historical outlays. The net zero pathway requires neutralization of emissions (emitted vs. removed) then a net negative trajectory to reach our global warming target. CDR is required for this journey. ,7,7,7,4,6,4,3,4,2
20/02/2024 14:16:34,REAPCA07,47,Male,France,PHD / MBA,1,2,4,4,5,5,5,7,7,2,6,5,6,2,define the next century of human activities,6,6,7,7,7,7,5,6,5
20/02/2024 16:33:30,PAFEHY13,31,Female,United States of America,PHD / MBA,3,4,5,5,5,5,5,6,7,3,2,4,7,1,revolutionize future technologies that can perhaps save the world of a climate catastrophe. ,4,4,7,7,7,1,1,1,1
20/02/2024 16:48:43,MAJUNSE22,33,Male,United States of America,Bachelor + Graduate Certificate,3,4,4,4,4,5,4,6,6,1,2,6,7,2,Take the 1st step to a regenerative capitalism future ,6,5,7,5,7,4,2,3,1
20/02/2024 16:52:43,COSEGR21,25,Male,United States of America,Bachelor's,2,2,4,4,4,5,3,6,5,2,4,5,6,3,"reverse some of the detrimental impact humans have had on the environment and stabilize global warming. However, it is important to acknowledge that CDR is only part of the solution and should be coupled with other decarbonization initiatives to make an outsized impact.",6,5,6,6,6,5,3,4,3
20/02/2024 17:06:34,MIOCBU1,38,Female,Sweden,PHD / MBA,1,2,5,3,4,3,5,6,6,1,3,5,7,1,reverse damage done.,7,7,7,7,7,6,5,6,5
20/02/2024 17:15:55,Maapkr22,29,Female,United States of America,Master's,3,5,5,5,4,5,5,6,7,2,5,4,6,2,Improve ecology ,7,7,7,3,7,4,4,4,4
20/02/2024 17:16:53,MAAPWA02,32,Female,United States of America,Master's,1,2,5,2,5,4,5,6,6,2,3,2,7,1,"proactively mitigate harms from climate change, but it's not a silver bullet - we also need to reduce carbon emissions at the same time which requires more challenging behavior change. ",5,5,7,5,7,2,1,2,1
20/02/2024 17:31:05,TOMAVA03,30,Female,United States of America,PHD / MBA,2,2,3,2,5,5,5,6,6,3,2,3,7,3,fix our mistake of emitting too much of long-lived GHGs in the past,6,7,7,5,7,7,5,6,5
20/02/2024 17:32:19,lejune11,43,Female,Switzerland,PHD / MBA,2,1,5,3,5,5,4,7,6,3,2,3,7,1,continue an energy-intensive lifestyle. CDR allows us to somewhat manage the lifestyle change necessitated by climate change and continue some activities that are fossil-fuel dependent. It also is a bit of an insurance for the (likely) case that we do not reduce CO2 emissions fast enough.  ,7,7,7,3,7,7,7,7,7
20/02/2024 17:36:44,JOMAPO18,38,Female,United States of America,PHD / MBA,2,3,5,2,5,3,4,7,7,1,4,3,7,1,"Reduce greenhouse gases in the atmosphere and thereby reduce rate of global warming, which if not slowed will dramatically change our environmental landscape and weather causing ecological damage, food insecurity and human and animal migration. ",7,7,7,7,7,6,4,3,3
20/02/2024 17:38:22,SADEBR23,39,Female,Canada,Master's,2,3,5,4,5,4,5,6,6,2,1,6,7,1,solve the issues created by industrialization ,6,6,7,7,6,4,3,3,3
20/02/2024 17:47:04,MAMABR13,65,Male,Canada,Bachelor's,1,3,5,4,5,3,5,3,5,1,1,3,5,1,mitigate the impact of the last 200 years of burning fossil fuels,4,2,6,5,4,2,1,2,1
20/02/2024 17:49:14,BOSEEV16,24,Male,United States of America,Bachelor's,3,2,5,5,4,5,4,7,6,2,5,4,7,2,Stop global temperature averages from going up >1.5 degrees celsius by 2050 (data since 1880),5,7,7,5,7,3,1,4,3
20/02/2024 18:13:51,PAJASA6,29,Female,United States of America,Bachelor's,3,3,5,3,4,5,5,5,5,2,2,4,7,2,be a counterbalance to emissions and become an increasingly complementary practice among others for a sustainable future.,5,5,7,7,5,2,1,1,1
20/02/2024 18:56:02,PAAUCH08,31,Male,Canada,Bachelor's,1,3,5,2,5,5,5,4,5,2,3,5,7,1,avoid living in a Mad Max-style hellscape within my lifetime,7,6,7,6,7,4,3,5,2
20/02/2024 19:51:31,SPJUGR03,22,Male,United States of America,Bachelor's,2,3,3,3,5,4,4,6,6,2,3,2,7,3,"return the climate to the holocene. The technology right now is expensive and has limited impact. However, there are exciting methods that can scale, and in the coming decades could be the solution that tips us back into having safe CO2 levels.",6,6,7,6,5,6,5,5,5
20/02/2024 20:29:13,WIJAWA20,47,Male,United States of America,PHD / MBA,1,3,5,4,4,3,5,7,6,2,3,4,6,2,undo the damage that we've already done and continue to do. Trying to change people's behavior alone is unlikely to succeed. ,7,6,7,7,7,5,2,4,4
20/02/2024 21:34:39,LIDEST27,29,Female,United States of America,Bachelor's,1,4,5,5,5,5,5,7,7,1,4,7,7,1,Get our earth back in balance ,6,6,7,7,7,5,2,3,3
20/02/2024 21:36:02,MAJUBU17,36,Male,Italy,PHD / MBA,1,3,5,4,5,5,5,6,6,2,4,3,7,1,"Restore ecologic and climate balance, while generating new ways of coexisting with our planet",6,6,7,6,7,5,4,4,3
20/02/2024 21:59:01,DIAPMO11,40,Male,United States of America,Bachelor's,1,2,4,2,5,5,5,6,6,4,4,4,7,2,"... mitigate the worst effects of climate change and increase our chances of hitting the target of 1.5 degrees or less, and in combination with emissions reductions to eventually (like decades from now probably) return to pre-industrial levels of CO2 in the atmosphere.",6,6,7,7,7,5,3,5,4
20/02/2024 22:52:51,FODENE01,51,Male,Canada,Master's,1,3,5,4,4,4,4,6,6,1,6,6,7,1,first make the transition to a neutral economy more palatable and second save the world.,7,6,7,6,7,5,2,6,2
20/02/2024 23:36:50,REMAHO24,35,Male,United States of America,Bachelor's,2,3,4,3,5,5,3,6,5,5,5,4,5,3,become the masters of the global thermostat.,6,6,6,5,5,6,6,6,6
21/02/2024 01:57:30,DAMASY2,32,Female,United States of America,Bachelor's,1,1,5,4,5,5,5,5,6,1,6,6,7,1,save our planet *when combined with radical efforts to also reduce emissions*.,7,7,7,6,7,3,1,2,1
21/02/2024 03:08:54,LIMACH07,35,Male,United States of America,Master's,3,3,4,4,5,5,5,5,3,2,2,5,7,1,mitigate catastrophic climate change,6,6,7,7,7,6,4,6,3
21/02/2024 03:46:05,HEOCWA02,34,Male,United States of America,PHD / MBA,1,2,4,5,5,5,5,7,7,2,6,2,4,2,"unite scientists, business-minded individuals, and policy-makers to rally behind a cause that is bigger than any one of us and that will take every one of us. ",7,7,7,5,3,7,6,6,6
21/02/2024 04:07:41,Jumasi21,27,Female,United States of America,Master's,2,3,5,4,4,5,5,6,5,3,4,5,7,1,Protect our planet from ecological collapse,7,7,7,7,7,4,3,5,3
21/02/2024 04:24:48,LIJALA8,36,Female,United States of America,PHD / MBA,2,4,5,3,4,4,5,5,6,4,6,5,7,1,Counteract human behavior when it cannot be curbed fast enough ,7,6,7,7,7,5,3,6,5
21/02/2024 05:06:38,NOOCPK29,34,Male,United States of America,Master's,1,2,5,4,3,5,4,7,4,3,4,4,6,7,restore balance to the ecosystem.,6,6,7,7,7,5,4,4,4
21/02/2024 08:57:52,NAAPBU01,26,Male,Argentina,"Bacherlos industrial engineering, it sometimes accounts as MBA also (6 years)",3,3,5,4,5,5,5,7,7,1,4,3,6,2,save the human civilization,5,5,6,7,7,6,6,7,7
21/02/2024 14:38:53,iajama19,40,Female,United States of America,Bachelor's,1,3,5,4,4,5,5,6,7,2,1,6,7,1,potentially maintain our current living standards. ,7,7,7,7,7,1,1,1,1
21/02/2024 15:23:16,MASESH28,44,Male,United Kingdom,Master's,1,2,5,3,5,5,5,5,5,2,5,5,7,1,"Mitigate hard-to-abate / residual emissions, address climate overshoot, support other decarb technologies to reach scale (h2, SAF)",5,5,7,7,7,4,2,3,2
21/02/2024 18:36:04,ROJAET12,52,Male,Canada,Bachelor's,3,4,5,4,5,4,3,7,7,3,5,4,3,5,change the framework,4,4,4,3,2,2,1,2,1
21/02/2024 19:12:47,JOAUCH23,31,Male,United States of America,Bachelor's,1,2,5,3,4,4,5,5,4,3,4,3,5,1,"Bring humanity back down to an acceptable climate range after emissions cuts have been maximized. It's necessary since even maximizing emissions cuts does nothing to curb legacy emissions (nor even zeroes out current emissions under most-all possible scenarios), and given CO2 is stable in the upper atmosphere for centuries, finding ways to integrate it back into the long carbon cycle is one of the only paths to actually bring down global warming over the long term.",6,6,7,5,7,3,1,4,2
21/02/2024 20:15:51,OLJATV27,26,Female,Georgia,Master's,3,4,5,5,5,5,5,7,4,5,4,3,6,3,Live happily together with the nature,7,7,6,7,6,4,4,4,4
21/02/2024 20:16:06, OKAPIZ 20,20,Female,Russia,Bachelor's,4,4,5,5,3,5,5,6,6,5,4,6,6,5,Carbon dioxide removal is an opportunity for all mankind to live in an environmentally friendly environment and have hope for a wonderful future,5,6,7,5,6,4,4,4,4
21/02/2024 21:51:34,LAMALO28,32,Male,United States of America,Bachelor's,1,2,4,5,5,5,4,5,5,1,3,5,7,1,Develop the technologies needed in the near future to remove remaining CO2 from the atmosphere to reduce the effects of global warming and climate change (per the IPCC),7,7,7,7,7,5,2,6,4
21/02/2024 22:11:49,joseok26,48,Male,United States of America,Advanced Sommelier(Court of Master Sommeliers),1,3,5,2,4,4,4,6,5,1,3,4,6,1,"ease the climate transition coming for future generations, and a possible solution to long-term climate regeneration.",7,7,7,6,5,7,5,7,5
21/02/2024 22:14:16,DIJULI13,35,Male,United States of America,PHD / MBA,2,3,2,4,4,2,3,6,6,2,6,5,7,1,Partly restore ecological sustainability ,7,7,7,6,7,3,1,3,1
21/02/2024 23:10:30,ELDEBO20,26,Female,Colombia,Bachelor's,3,4,5,5,5,5,5,6,7,5,7,7,7,2,innovation,7,7,7,7,7,5,5,5,6
